Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSG00000179709	55947832	55988629	NLRP8	19
ENSG00000166741	114257787	114313285	NNMT	11
ENSG00000114805	155375580	155745067	PLCH1	3
ENSG00000143256	161100556	161118111	PFDN2	1
ENSG00000274780	576501	612474	PHRF1	CHR_HSCHR11_1_CTG8
ENSG00000095319	128947699	129007096	NUP188	9
ENSG00000113569	37288137	37371181	NUP155	5
ENSG00000116288	7954291	7985505	PARK7	1
ENSG00000129116	168497066	168928457	PALLD	4
ENSG00000108733	35574795	35578863	PEX12	17
ENSG00000118762	88007668	88077777	PKD2	4
ENSG00000247077	132710819	132722734	PGAM5	12
ENSG00000154358	228208130	228378874	OBSCN	1
ENSG00000033800	68054179	68198603	PIAS1	15
ENSG00000240184	141475947	141512979	PCDHGC3	5
ENSG00000105258	36113710	36115346	POLR2I	19
ENSG00000090621	39560816	39576790	PABPC4	1
ENSG00000052126	19129752	19376400	PLEKHA5	12
ENSG00000255529	57706629	57782762	POLR2M	15
ENSG00000143627	155289293	155301438	PKLR	1
ENSG00000089041	121132819	121188032	P2RX7	12
ENSG00000141101	69741867	69754940	NOB1	16
ENSG00000264522	149937812	150010676	OTUD7B	1
ENSG00000130669	39125770	39182816	PAK4	19
ENSG00000187583	966497	975865	PLEKHN1	1
ENSG00000073921	85957684	86069882	PICALM	11
ENSG00000128567	131500262	131558217	PODXL	7
ENSG00000221888	247754846	247760556	OR1C1	1
ENSG00000198836	193593144	193697823	OPA1	3
ENSG00000178104	148808181	149048286	PDE4DIP	1
ENSG00000148843	103396626	103446292	PDCD11	10
ENSG00000146247	78935867	79078236	PHIP	6
ENSG00000102898	67846732	67872567	NUTF2	16
ENSG00000178184	80157232	80247546	PARD6G	18
ENSG00000165494	83156988	83187451	PCF11	11
ENSG00000196368	51490011	51496596	NUDT11	X
ENSG00000100731	70907405	71115382	PCNX1	14
ENSG00000143870	10783391	10837977	PDIA6	2
ENSG00000181163	171387116	171411137	NPM1	5
ENSG00000188976	944204	959309	NOC2L	1
ENSG00000107672	121957088	121975217	NSMCE4A	10
ENSG00000284873	59938432	59957480	OOSP1	11
ENSG00000161217	196214222	196287957	PCYT1A	3
ENSG00000177084	132623753	132687365	POLE	12
ENSG00000198929	162069774	162370475	NOS1AP	1
ENSG00000108439	47941506	47949308	PNPO	17
ENSG00000136811	128455186	128501292	ODF2	9
ENSG00000173145	94333226	94362959	NOC3L	10
ENSG00000108256	29255836	29294118	NUFIP2	17
ENSG00000144824	111732497	111976517	PHLDB2	3
ENSG00000206315	32142341	32147792	PBX2	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000144460	225399710	225654018	NYAP2	2
ENSG00000107438	95237572	95291024	PDLIM1	10
ENSG00000214456	4522531	4535224	PLIN5	19
ENSG00000143157	166839447	166856344	POGK	1
ENSG00000163002	183117513	183161680	NUP35	2
ENSG00000108518	4945652	4949061	PFN1	17
ENSG00000120798	95020229	95073703	NR2C1	12
ENSG00000068654	86020216	86106155	POLR1A	2
ENSG00000124006	219550729	219571859	OBSL1	2
ENSG00000130313	17511629	17521288	PGLS	19
ENSG00000139151	18683169	18738100	PLCZ1	12
ENSG00000182446	81556887	81648465	NPLOC4	17
ENSG00000082175	101029624	101130524	PGR	11
ENSG00000261934	141402932	141512979	PCDHGA9	5
ENSG00000123009	120282303	120282716	NME2P1	12
ENSG00000204220	33289302	33298401	PFDN6	6
ENSG00000163346	154944076	154956123	PBXIP1	1
ENSG00000133961	73275107	73458617	NUMB	14
ENSG00000111325	122974580	122980043	OGFOD2	12
ENSG00000180287	242082986	242524696	PLD5	1
ENSG00000135749	232983435	233295713	PCNX2	1
ENSG00000099864	708939	748329	PALM	19
ENSG00000079739	63593276	63660245	PGM1	1
ENSG00000104872	49446298	49453497	PIH1D1	19
ENSG00000171608	9651732	9729114	PIK3CD	1
ENSG00000196455	130678935	130746829	PIK3R4	3
ENSG00000165282	35088688	35096601	PIGO	9
ENSG00000069248	229440260	229508341	NUP133	1
ENSG00000143799	226360691	226408079	PARP1	1
ENSG00000101856	119236245	119244466	PGRMC1	X
ENSG00000165434	74330318	74398473	PGM2L1	11
ENSG00000115421	60756230	60802085	PAPOLG	2
ENSG00000215021	6965327	6970825	PHB2	12
ENSG00000111581	68686734	68745809	NUP107	12
ENSG00000142892	77088990	77219430	PIGK	1
ENSG00000183971	2009926	2020755	NPW	16
ENSG00000090060	96501433	96567111	PAPOLA	14
ENSG00000189184	137518918	137532494	PCDH18	4
ENSG00000136243	23181827	23201011	NUPL2	7
ENSG00000044446	18892300	18984598	PHKA2	X
ENSG00000120265	149749443	149811420	PCMT1	6
ENSG00000166889	59636716	59668980	PATL1	11
ENSG00000105185	32581068	32587452	PDCD5	19
ENSG00000083093	23603160	23641310	PALB2	16
ENSG00000164830	106359476	106752694	OXR1	8
ENSG00000081913	62715450	62980433	PHLPP1	18
ENSG00000110697	67491768	67506263	PITPNM1	11
ENSG00000105851	106865278	106907145	PIK3CG	7
ENSG00000132326	238244038	238290102	PER2	2
ENSG00000144227	138670772	138780348	NXPH2	2
ENSG00000148735	113751454	113783429	PLEKHS1	10
ENSG00000114857	42600614	42648741	NKTR	3
ENSG00000104805	48900050	48923372	NUCB1	19
ENSG00000115956	68365173	68397453	PLEK	2
ENSG00000162231	62792123	62806302	NXF1	11
ENSG00000107679	122374696	122442602	PLEKHA1	10
ENSG00000152520	28138506	28295335	PAN3	13
ENSG00000103066	68245304	68261062	PLA2G15	16
ENSG00000110713	3671083	3797792	NUP98	11
ENSG00000173598	93377883	93408146	NUDT4	12
ENSG00000065154	124397303	124418976	OAT	10
ENSG00000157881	2508533	2526628	PANK4	1
ENSG00000074181	15159038	15200981	NOTCH3	19
ENSG00000087269	2937933	2963385	NOP14	4
ENSG00000117859	51577179	51798427	OSBPL9	1
ENSG00000171566	154535006	154550435	PLRG1	4
ENSG00000126883	131125561	131234670	NUP214	9
ENSG00000180764	93958191	93961540	PIPSL	10
ENSG00000116711	186828953	186988981	PLA2G4A	1
ENSG00000196923	177483394	177497606	PDLIM7	5
ENSG00000167085	49404049	49414905	PHB	17
ENSG00000077514	74493851	74669117	POLD3	11
ENSG00000004142	28347177	28357522	POLDIP2	17
ENSG00000196943	24299862	24309124	NOP9	14
ENSG00000272391	75416787	75486271	POM121C	7
ENSG00000185220	248906196	248919946	PGBD2	1
ENSG00000126822	64704102	64750247	PLEKHG3	14
ENSG00000136448	45051610	45109016	NMT1	17
ENSG00000123836	207034366	207081024	PFKFB2	1
ENSG00000132424	99398051	99425331	PNISR	6
ENSG00000089250	117208142	117452170	NOS1	12
ENSG00000089220	118135858	118145584	PEBP1	12
ENSG00000162735	160276812	160286348	PEX19	1
ENSG00000054148	136848724	136851027	PHPT1	9
ENSG00000037474	6599239	6633291	NSUN2	5
ENSG00000091039	76351797	76559809	OSBPL8	12
ENSG00000102144	77910739	78129296	PGK1	X
ENSG00000164708	44062727	44065587	PGAM2	7
ENSG00000058600	22297375	22335103	POLR3E	16
ENSG00000105245	40665905	40690972	NUMBL	19
ENSG00000107719	70478821	70568449	PALD1	10
ENSG00000148498	34109560	34815325	PARD3	10
ENSG00000185164	18417325	18562211	NOMO2	16
ENSG00000132849	61742406	62178675	PATJ	1
ENSG00000131435	132257671	132273454	PDLIM4	5
ENSG00000065989	10416773	10469631	PDE4A	19
ENSG00000166803	64364311	64387687	PCLAF	15
ENSG00000156374	103302796	103351144	PCGF6	10
ENSG00000139910	26443093	26597754	NOVA1	14
ENSG00000165246	14522573	14845650	NLGN4Y	Y
ENSG00000167005	56429133	56452199	NUDT21	16
ENSG00000055044	202265716	202303666	NOP58	2
ENSG00000073417	84980440	85139145	PDE8A	15
ENSG00000143442	151402724	151459465	POGZ	1
ENSG00000115687	241106099	241150264	PASK	2
ENSG00000113356	90471748	90514553	POLR3G	5
ENSG00000057294	32790745	32896840	PKP2	12
ENSG00000137804	41332694	41381050	NUSAP1	15
ENSG00000006025	47807372	47821834	OSBPL7	17
ENSG00000205978	24398786	24419288	NYNRIN	14
ENSG00000121892	39822863	39977956	PDS5A	4
ENSG00000040199	71637835	71724701	PHLPP2	16
ENSG00000198754	39769523	39771348	OXCT2	1
ENSG00000100078	31134809	31140607	PLA2G3	22
ENSG00000187372	141213919	141218979	PCDHB13	5
ENSG00000225987	32251742	32257192	PBX2	CHR_HSCHR6_MHC_APD_CTG1
ENSG00000170502	87422582	87459454	NUDT9	4
ENSG00000102390	76172936	76178204	PBDC1	X
ENSG00000166821	89677764	89690783	PEX11A	15
ENSG00000131828	19343893	19361705	PDHA1	X
ENSG00000101868	24693919	24996986	POLA1	X
ENSG00000164164	145110838	145180161	OTUD4	4
ENSG00000275498	15058498	15122225	PDXDC1	CHR_HSCHR16_1_CTG1
ENSG00000135549	122471917	122726373	PKIB	6
ENSG00000138735	119494395	119628991	PDE5A	4
ENSG00000170950	49785651	49787307	PGK2	6
ENSG00000104147	41309268	41332621	OIP5	15
ENSG00000100151	38056311	38075701	PICK1	22
ENSG00000143850	204218851	204377665	PLEKHA6	1
ENSG00000102981	67660946	67662778	PARD6A	16
ENSG00000046651	13734745	13769353	OFD1	X
ENSG00000120526	109240919	109334385	NUDCD1	8
ENSG00000206283	33218133	33227229	PFDN6	CHR_HSCHR6_MHC_QBL_CTG1
ENSG00000179094	8140472	8156506	PER1	17
ENSG00000188219	131218067	131265278	POTEE	2
ENSG00000273814	69492007	69556424	OCLN	CHR_HSCHR5_2_CTG1_1
ENSG00000178209	143915147	143976734	PLEC	8
ENSG00000122884	73007217	73096974	P4HA1	10
ENSG00000083635	44939249	44989483	NUFIP1	13
ENSG00000141456	4669774	4704337	PELP1	17
ENSG00000243444	109640788	109946703	PALM2	9
ENSG00000165194	100291644	100410273	PCDH19	X
ENSG00000235692	33459645	33468744	PFDN6	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000186113	55795556	55796500	OR5D14	11
ENSG00000169251	161104696	161253532	NMD3	3
ENSG00000165271	33461441	33473930	NOL6	9
ENSG00000065057	2039815	2047866	NTHL1	16
ENSG00000133056	204422628	204494724	PIK3C2B	1
ENSG00000141506	8878911	8965712	PIK3R5	17
ENSG00000113555	141943585	141969741	PCDH12	5
ENSG00000123572	105822543	105958610	NRK	X
ENSG00000184650	8339864	8346048	ODF4	17
ENSG00000147140	71283192	71301168	NONO	X
ENSG00000179364	105300563	105398147	PACS2	14
ENSG00000162407	56494747	56645301	PLPP3	1
ENSG00000132182	13316235	13420309	NUP210	3
ENSG00000204138	28369582	28500369	PHACTR4	1
ENSG00000204967	140806929	141012344	PCDHA4	5
ENSG00000070047	576486	612222	PHRF1	11
ENSG00000224782	33267227	33276326	PFDN6	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000224952	32192405	32197856	PBX2	CHR_HSCHR6_MHC_SSTO_CTG1
ENSG00000185480	102120185	102197520	PARPBP	12
ENSG00000070501	42338454	42371808	POLB	8
ENSG00000118482	63635820	63779336	PHF3	6
ENSG00000156453	141853111	141879246	PCDH1	5
ENSG00000154330	68328308	68531061	PGM5	9
ENSG00000149308	108157215	108222642	NPAT	11
ENSG00000155561	135557919	135648757	NUP205	7
ENSG00000146909	156949723	156973182	NOM1	7
ENSG00000179889	14974591	15139339	PDXDC1	16
ENSG00000280789	29815952	29820117	PAGR1	16
ENSG00000154822	16802651	17090594	PLCL2	3
ENSG00000140451	64815632	64825668	PIF1	15
ENSG00000109118	28905250	28951771	PHF12	17
ENSG00000181191	69160851	69165793	PJA1	X
ENSG00000101361	2652145	2658393	NOP56	20
ENSG00000134020	22713251	23000000	PEBP4	8
ENSG00000276709	15241230	15297417	PDXDC1	CHR_HSCHR16_1_CTG1
ENSG00000187510	92702843	92772455	PLEKHG7	12
ENSG00000149782	64251523	64269150	PLCB3	11
ENSG00000168495	22245104	22254600	POLR3D	8
ENSG00000155629	96593312	96720514	PIK3AP1	10
ENSG00000103335	88715338	88785220	PIEZO1	16
ENSG00000116117	204545793	205620162	PARD3B	2
ENSG00000087263	56451490	56479100	OGFOD1	16
ENSG00000148362	136992418	136993984	PAXX	9
ENSG00000070081	17208153	17349980	NUCB2	11
ENSG00000123560	103773718	103792619	PLP1	X
ENSG00000197724	93576407	93679587	PHF2	9
ENSG00000118946	57631810	57729311	PCDH17	13
ENSG00000197702	12377185	12535356	PARVA	11
ENSG00000075651	171600405	171810950	PLD1	3
ENSG00000124789	17615035	17706834	NUP153	6
ENSG00000141959	44300051	44327376	PFKL	21
ENSG00000113068	140245039	140303121	PFDN1	5
ENSG00000117385	42746335	42767084	P3H1	1
ENSG00000083642	32586427	32778019	PDS5B	13
ENSG00000129484	20343582	20357905	PARP2	14
ENSG00000100982	45934628	45948023	PCIF1	20
ENSG00000169564	70087454	70089203	PCBP1	2
ENSG00000093000	45163841	45188015	NUP50	22
ENSG00000038210	25233975	25279092	PI4K2B	4
ENSG00000167004	43746392	43773279	PDIA3	15
ENSG00000106443	10973336	11169630	PHF14	7
ENSG00000124299	33386950	33521794	PEPD	19
ENSG00000160299	46324122	46445769	PCNT	21
ENSG00000145623	38845858	38945596	OSMR	5
ENSG00000092621	119648411	119744226	PHGDH	1
ENSG00000166924	100483927	100494799	NYAP1	7
ENSG00000021762	3087116	3166739	OSBPL5	11
ENSG00000187091	38007496	38029762	PLCD1	3
ENSG00000155719	21663971	21761935	OTOA	16
ENSG00000170734	43576150	43615660	POLH	6
ENSG00000160613	117204337	117232525	PCSK7	11
ENSG00000170248	33798352	33869707	PDCD6IP	3
ENSG00000129292	132775358	132848807	PHF20L1	8
ENSG00000127564	2968024	2980539	PKMYT1	16
ENSG00000123360	54549350	54579239	PDE1B	12
ENSG00000197111	53452102	53481162	PCBP2	12
ENSG00000102024	115561174	115650861	PLS3	X
ENSG00000100836	23321289	23326185	PABPN1	14
ENSG00000014138	65261762	65305589	POLA2	11
ENSG00000099250	33177492	33336262	NRP1	10
ENSG00000186866	45263928	45287898	POFUT2	21
ENSG00000131697	5862811	5992473	NPHP4	1
ENSG00000172943	53936676	54048958	PHF8	X
ENSG00000172939	38165089	38255488	OXSR1	3
ENSG00000112419	143536845	143831185	PHACTR2	6
ENSG00000123349	53295291	53299450	PFDN5	12
ENSG00000176567	48263861	48264778	OR4X1	11
ENSG00000013375	83161150	83193936	PGM3	6
ENSG00000101132	54207847	54228052	PFDN4	20
ENSG00000116981	39659121	39672038	NT5C1A	1
ENSG00000104904	2269509	2273490	OAZ1	19
ENSG00000197136	65615773	65637439	PCNX3	11
ENSG00000237335	33210906	33220005	PFDN6	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000273899	37681673	37693478	NOL12	22
ENSG00000184207	2211997	2214807	PGP	16
ENSG00000170525	6144934	6254644	PFKFB3	10
ENSG00000134250	119911553	120069626	NOTCH2	1
ENSG00000088833	1442162	1473842	NSFL1C	20
ENSG00000166851	23677656	23690367	PLK1	16
ENSG00000177666	818902	825573	PNPLA2	11
ENSG00000105650	18208652	18248200	PDE4C	19
ENSG00000125779	3888839	3929882	PANK2	20
ENSG00000070882	24796539	24981634	OSBPL3	7
ENSG00000069275	205712819	205750276	NUCKS1	1
ENSG00000141279	47522942	47623276	NPEPPS	17
ENSG00000107281	137039470	137046203	NPDC1	9
ENSG00000135241	108470422	108569666	PNPLA8	7
ENSG00000274684	4463639	4497722	NMRAL1	CHR_HSCHR16_3_CTG1
ENSG00000278087	16317633	16379962	NOMO3	CHR_HSCHR16_1_CTG1
ENSG00000100479	49643555	49688422	POLE2	14
ENSG00000114757	179794958	180037053	PEX5L	3
ENSG00000147162	71533083	71575897	OGT	X
ENSG00000177425	79574979	79691097	PAWR	12
ENSG00000183570	45643694	45942454	PCBP3	21
ENSG00000111752	8913896	8941467	PHC1	12
ENSG00000166689	16777317	17014443	PLEKHA7	11
ENSG00000104356	98117297	98159834	POP1	8
ENSG00000040633	7235028	7239722	PHF23	17
ENSG00000089723	94026329	94048930	OTUB2	14
ENSG00000174840	57556276	57566844	PDE12	3
ENSG00000241973	20707691	20859417	PI4KA	22
ENSG00000159339	17308195	17364004	PADI4	1
ENSG00000078674	17922840	18029944	PCM1	8
ENSG00000103226	16232495	16294814	NOMO3	16
ENSG00000163110	94451857	94668227	PDLIM5	4
ENSG00000149269	77321707	77474635	PAK1	11
ENSG00000152270	14643723	14872044	PDE3B	11
ENSG00000137055	26904083	26947463	PLAA	9
ENSG00000109180	48805212	48861817	OCIAD1	4
ENSG00000274829	14435701	14632727	PARN	CHR_HSCHR16_1_CTG1
ENSG00000065243	88684222	88836255	PKN2	1
ENSG00000056291	72031804	72148067	NPFFR2	4
ENSG00000124171	50731544	50756795	PARD6B	20
ENSG00000105819	103297422	103329511	PMPCB	7
ENSG00000120594	19816239	20289856	PLXDC2	10
ENSG00000180530	14961235	15065936	NRIP1	21
ENSG00000165650	117277274	117375467	PDZD8	10
ENSG00000225190	45435900	45490749	PLEKHM1	17
ENSG00000144909	125528858	125595090	OSBPL11	3
ENSG00000126368	40092787	40100725	NR1D1	17
ENSG00000106133	72947581	72954790	NSUN5P2	7
ENSG00000120913	22578279	22598025	PDLIM2	8
ENSG00000169299	37826633	37862937	PGM2	4
ENSG00000123143	14433053	14471867	PKN1	19
ENSG00000100344	43923739	43964488	PNPLA3	22
ENSG00000079156	178194481	178402891	OSBPL6	2
ENSG00000110048	59574398	59616144	OSBP	11
ENSG00000106236	98617297	98629868	NPTX2	7
ENSG00000181649	2928273	2929455	PHLDA2	11
ENSG00000116793	113696831	113759489	PHTF1	1
ENSG00000159899	35792154	35809732	NPR2	9
ENSG00000155252	97640686	97676434	PI4K2A	10
ENSG00000182162	1462572	1537107	P2RY8	X
ENSG00000197822	69492292	69558104	OCLN	5
ENSG00000155660	149003062	149028641	PDIA4	7
ENSG00000081154	101574095	101594437	PCNP	3
ENSG00000068308	48922028	48958386	OTUD5	X
ENSG00000184792	30693782	30907824	OSBP2	22
ENSG00000125458	75130225	75131795	NT5C	17
ENSG00000107833	101781325	101783413	NPM3	10
ENSG00000196604	130074030	130129222	POTEF	2
ENSG00000109685	1871424	1982207	NSD2	4
ENSG00000115539	100562690	100576735	PDCL3	2
ENSG00000067840	153802166	153830565	PDZD4	X
ENSG00000166321	73110375	73131828	NUDT13	10
ENSG00000144283	158456964	158682879	PKP4	2
ENSG00000152952	146069440	146163653	PLOD2	3
ENSG00000030066	47778087	47848555	NUP160	11
ENSG00000140521	89305198	89334861	POLG	15
ENSG00000064933	189784085	189877629	PMS1	2
ENSG00000104886	2230084	2237704	PLEKHJ1	19
ENSG00000019144	118606440	118658038	PHLDB1	11
ENSG00000165609	12165325	12196144	NUDT5	10
ENSG00000115020	208266267	208358751	PIKFYVE	2
ENSG00000112137	12716805	13290484	PHACTR1	6
ENSG00000101327	1978757	1994285	PDYN	20
ENSG00000249915	271621	353856	PDCD6	5
ENSG00000122678	44072247	44082540	POLM	7
ENSG00000152465	15102584	15168693	NMT2	10
ENSG00000151846	25095868	25099254	PABPC3	13
ENSG00000165899	80099537	80380879	OTOGL	12
ENSG00000127445	9835257	9849682	PIN1	19
ENSG00000106244	99392048	99408829	PDAP1	7
ENSG00000090924	39412585	39428415	PLEKHG2	19
ENSG00000169499	38901235	38973909	PLEKHA2	8
ENSG00000152359	75674124	75717481	POC5	5
ENSG00000130024	169703905	169725566	PHF10	6
ENSG00000011405	17077730	17207983	PIK3C2A	11
ENSG00000163114	95840019	95841474	PDHA2	4
ENSG00000168291	58427630	58433857	PDHB	3
ENSG00000100266	42835412	43015145	PACSIN2	22
ENSG00000105355	4838341	4867768	PLIN3	19
ENSG00000164040	128269237	128288829	PGRMC2	4
ENSG00000204969	140794852	141012344	PCDHA2	5
ENSG00000132823	44196496	44210791	OSER1	20
ENSG00000085840	52372829	52404459	ORC1	1
ENSG00000165912	47177525	47186443	PACSIN3	11
ENSG00000225921	13615327	13632739	NOL7	6
ENSG00000178385	207821288	208025560	PLEKHM3	2
ENSG00000142655	10472288	10630758	PEX14	1
ENSG00000198000	92297358	92325636	NOL8	9
ENSG00000196313	72879365	72951440	POM121	7
ENSG00000168078	27809620	27838095	PBK	8
ENSG00000125450	75205659	75235758	NUP85	17
ENSG00000164128	163323961	163344832	NPY1R	4
ENSG00000105229	4007646	4039386	PIAS4	19
ENSG00000132646	5114953	5126626	PCNA	20
ENSG00000132570	134904906	135007959	PCBD2	5
ENSG00000276358	45435902	45490401	PLEKHM1	CHR_HSCHR17_2_CTG5
ENSG00000178921	8247618	8270491	PFAS	17
ENSG00000073969	46590669	46757464	NSF	17
ENSG00000060491	62804835	62814000	OGFR	20
ENSG00000067057	3066333	3137712	PFKP	10
ENSG00000227345	49818279	49970203	PARG	10
ENSG00000241839	64841883	64868007	PLEKHO2	15
ENSG00000242265	94656325	94669695	PEG10	7
ENSG00000169313	151337380	151384812	P2RY12	3
ENSG00000138035	55634265	55693910	PNPT1	2
ENSG00000173517	77100656	77420144	PEAK1	15
ENSG00000108559	5360963	5420160	NUP88	17
ENSG00000121440	73382433	73624940	PDZRN3	3
ENSG00000100227	42583721	42614962	POLDIP3	22
ENSG00000167770	63985853	64001811	OTUB1	11
ENSG00000111845	10694695	10709782	PAK1IP1	6
ENSG00000154217	67377281	67697261	PITPNC1	17
ENSG00000177700	837356	842545	POLR2L	11
ENSG00000204304	32184741	32190186	PBX2	6
ENSG00000144645	31657890	32077580	OSBPL10	3
ENSG00000147548	38269697	38382272	NSD3	8
ENSG00000184388	73003517	73005713	PABPC1L2B	X
ENSG00000276262	46419843	46586373	NSF	CHR_HSCHR17_2_CTG5
ENSG00000099817	1086579	1095380	POLR2E	19
ENSG00000166197	102152176	102163871	NOLC1	10
ENSG00000127980	92487020	92528531	PEX1	7
ENSG00000185624	81843159	81860694	P4HB	17
ENSG00000142657	10398592	10420144	PGD	1
ENSG00000187867	14053365	14059159	PALM3	19
ENSG00000100029	30576625	30607083	PES1	22
ENSG00000091651	46689643	46698394	ORC6	16
ENSG00000175895	95133804	95156684	PLEKHF2	8
ENSG00000277276	94026329	94049624	OTUB2	CHR_HSCHR14_7_CTG1
ENSG00000180316	36243203	36312229	PNPLA1	6
ENSG00000137497	72002864	72080693	NUMA1	11
ENSG00000140694	14435701	14632728	PARN	16
ENSG00000087842	15384799	15493564	PIR	X
ENSG00000162068	2471499	2474145	NTN3	16
ENSG00000032444	7534004	7561764	PNPLA6	19
ENSG00000148572	63133247	63155031	NRBF2	10
ENSG00000140464	73994673	74047812	PML	15
ENSG00000153406	4461680	4495763	NMRAL1	16
ENSG00000115942	200908973	200963680	ORC2	2
ENSG00000263141	32769814	32771858	PAXBP1	CHR_HSCHR21_3_CTG1_1
ENSG00000164902	126600268	126627252	PHAX	5
ENSG00000114209	167683298	167734939	PDCD10	3
ENSG00000160209	43719094	43762307	PDXK	21
ENSG00000156531	134373253	134428791	PHF6	X
ENSG00000159086	32733899	32771858	PAXBP1	21
ENSG00000142623	17205126	17246005	PADI1	1
ENSG00000124181	41136960	41196801	PLCG1	20
ENSG00000133401	31639410	32110931	PDZD2	5
ENSG00000278174	46886236	47052838	NSF	CHR_HSCHR17_1_CTG5
ENSG00000184363	392614	404908	PKP3	11
ENSG00000187953	6710128	6753862	PMS2CL	7
ENSG00000162408	6521347	6554535	NOL9	1
ENSG00000273494	2508533	2526600	PANK4	CHR_HSCHR1_1_CTG3
ENSG00000138430	174072447	174248698	OLA1	2
ENSG00000152782	89579497	89645572	PANK1	10
ENSG00000198883	152988824	152994127	PNMA5	X
ENSG00000171054	131543976	131545056	OR13H1	X
ENSG00000102900	56730105	56850286	NUP93	16
ENSG00000236353	32261167	32266609	PBX2	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000177463	14947584	15053600	NR2C2	3
ENSG00000140992	2537964	2603188	PDPK1	16
ENSG00000148229	113407235	113410672	POLE3	9
ENSG00000262785	155305243	155316838	PKLR	CHR_HSCHR1_2_CTG31
